original-content,chatgpt-content
"The first Starbucks Signing Store has opened its doors in Jakarta, Indonesia, dedicated to the deaf, hard of hearing, and sign language communities. The Jakarta store is the Seattle-based global coffee chain’s 17th signing store in the world. Designed with inclusivity and accessibility at its core, customers who visit the Starbucks Tata Puri Community Store at Jl. Tanjung Karang No. 3 in Kebon Melati subdistrict, Tanah Abang, Central Jakarta, will be served by deaf and hard of hearing baristas proudly wearing the green apron. Deaf baristas wear green aprons embroidered with sign language gestures spelling out “Starbucks”, while employees who can use Indonesian Sign Language, or Bahasa Isyarat Indonesia (Bisindo), wear an “I Sign” pin. Paper notepads are also available for customers to write down their beverage and food orders. The new store also offers a community area for members of the deaf community to support and conduct the programs of the Indonesian Association for the Welfare of the Deaf (Gerkatin) and the Indonesian Sign Language Center (Pusbisindo), the two organizations Starbucks has partnered with to support sign language education for the wider public in Indonesia. To encourage a culture of human connection by celebrating deaf culture and sign language, Starbucks Signing Store is also hosting sign language lessons and coffee workshops that use sign language. “The inauguration of the Signing Store is a major achievement for Starbucks Indonesia as it celebrates its 20th anniversary in the country,” said Anthony McEvoy, CEO of PT Sari Coffee Indonesia, Starbucks’ licensee partner in Indonesia. “The Signing Store demonstrates our commitment to creating a more inclusive and diverse work environment and to widening access to all communities,” McEvoy added. Anastasia Dwiyani, senior general manager human capital at PT Sari Coffee Indonesia, said the company was delighted to see the enthusiasm among the deaf and hard of hearing community during its hiring process. “More than 150 people applied from across the country. The baristas who were selected are a diverse group, including a former swimming para athlete and [a number of] fashion models,” said Anastasia. “As with all our partners [employees], we are excited to help nurture their talent and advance their career opportunities,” she added. United by sign language, the Starbucks Tata Puri Community Store is filled with design elements that bring communities together. The signature Starbucks Siren logo and Bisindo equivalent is immediately visible from the busy thoroughfare of Jl. Sudirman. The Starbucks® logo and Bisindo equivalent above the main door welcomes customers as they enter to be greeted by a wall mural and a shelf of exclusive merchandise: clear tumbler cups, stainless steel tumblers and mugs. The elongated oval community table and circle details on the floor also symbolize the store’s aim to unite communities. The most notable feature is the 4-meter-high mural painting by deaf artist Indira Natalia, which extends more than 11 meters outside the store for passersby to enjoy also, depicting the warm and welcoming Starbucks experience. “As a deaf artist, I am so proud to share my art with customers and partners at Indonesia’s first [Starbucks] Signing Store. While brainstorming, I realized that Starbucks has always strived to create an environment where everyone feels welcome and belongs, and the inspiration for my work came from that, presenting many different figures [to represent communities] united by sign language and Starbucks,” said Indira. “Art can break boundaries and unite people, just like the connection people share when they drink coffee. There are many ways to communicate and connect people from diverse backgrounds, and at Starbucks, coffee makes this happen.” Since Starbucks opened its first store in Plaza Indonesia 20 years ago, the coffee chain has expanded to 44 cities across the archipelago, with more than 4,300 employees partners now donning the green apron with pride. On its mission to make a difference in the lives of people connected with Starbucks, the company strives to create a positive impact in the communities it serves. In 2020, Starbucks opened the first Community Store in Tanah Abang to create educational opportunities for the local youth.","Starbucks has opened its 17th signing store, the Starbucks Tata Puri Community Store, in Jakarta, Indonesia. The store is designed to serve the deaf, hard of hearing, and sign language communities and is staffed by deaf and hard of hearing baristas wearing green aprons with sign language gestures spelling ""Starbucks"". The store also offers a community area for members of the deaf community to support and conduct the programs of local organizations and provides sign language lessons and coffee workshops. The store features a 4-meter-high mural painting by deaf artist Indira Natalia, which depicts the welcoming Starbucks experience, uniting communities with sign language. Starbucks is committed to creating a more inclusive and diverse work environment and widening access to all communities. The company aims to make a positive impact in the communities it serves and has opened its first community store in 2020 to create educational opportunities for local youth."
"The Indonesian consul general in Chicago, Meri Binsar Simorangkir, gifted a batik ensemble to Atlanta Hawks NBA player Justin Holiday in Milwaukee, the United States after the match between the Atlanta Hawks and the Milwaukee Bucks. Holiday then uploaded his photos and videos wearing the batik pieces on his Instagram account @justholla7, where he appears to be very impressed by the pattern, quality and model of the clothes, which were custom-made to match his towering height of 1.98 meters. The batik ensemble is a collaboration between the Indonesian Consulate General in Chicago, batik designers Ai Syarif and Wahono, as well as Holiday, which started in November 2021. The batik is the work of one of the winners of the Indonesia-US Friendship Batik Competition entitled “The Best of Both Worlds: Batik as a Bridge Between Two Nations.” Titled Chakra Asih Pinager Lung, the batik pieces represent wisdom, love, wisdom and knowledge. The Indonesian consul general noted that the gifting of the batik was not the final objective, but rather a step to continue promoting Indonesia in the US. ""By providing batik to be worn by a well-known NBA player, the message about Indonesia will be able to reach an audience that has never been reached before,"" he said. ""We don't only want Justin Holiday to wear batik, but we also want Justin Holiday to come to Indonesia, take a vacation in Bali and also meet basketball lovers in Indonesia."" Designer Ai Syarif recounted how the batik process took place, which started when the Indonesian Consulate General in Chicago contacted him to be a judge for the batik competition. “Then, we worked together to produce batik whose motifs were Mas Wahono's creations. The process took approximately four months. After the pattern was finished, I started by making a stamp tool in Bangka Belitung. The batik was made in Lasem, Rembang,"" he said. Ai Syarif also adapted batik to Holiday's personal style, which ultimately led to the production of not a traditional shirt, but an overcoat, a bomber jacket and training pants, which were all handcrafted. Batik designer Wahono expressed his gratitude for this rare opportunity. ""I feel very honored that my batik motif can be a bridge between Indonesia and the United States’ friendship,"" he said. Meanwhile, Holiday said that he was honored and proud to wear Indonesian batik. “I'm an NBA player, so I know what it's like to have fans. But I have never received as much love as the love given by the Indonesian people,"" he said. Justin also said that going to Bali was one of his biggest desires. “It's always been on my bucket list! Because of that, one day I will definitely come to Indonesia, even participate in a basketball showcase.” Holiday also credited Rocky Padillah from Time Out Indonesia as the person who first introduced Indonesia to him. ""Rocky and the Indonesian people have treated me well, so I really want to repay and show my love and gratitude to Indonesia."" The story of the batik has also entered the radar of the Foreign Ministry, the Tourism and Creative Economy Ministry, and the Tourism and Creative Economy Minister Sandiaga Uno, all of whom have uploaded videos and photos of batik to their Instagram accounts. In addition, Ai Syarif plans to develop the batik into a capsule collection, an indication that the batik story will continue.","Indonesian Consul General in Chicago gifted NBA player Justin Holiday a custom-made batik ensemble. The ensemble, designed by batik designers Ai Syarif and Wahono, was made to match Holiday's height of 1.98 meters and is a result of the ""The Best of Both Worlds: Batik as a Bridge Between Two Nations"" competition. The batik represents wisdom, love, wisdom, and knowledge and its creation took approximately four months. Holiday was impressed with the batik and expressed his desire to visit Indonesia and participate in a basketball showcase. The story of the batik has received attention from the Foreign Ministry, the Tourism and Creative Economy Ministry, and the Tourism and Creative Economy Minister Sandiaga Uno. The batik designer plans to develop the batik into a capsule collection."
"StormWall, a cybersecurity service provider that specializes in providing DDoS protection for IT infrastructures of any size and complexity, including websites, networks and online services, announced today that it was opening its sixth point of presence (PoP) in Singapore in partnership with IDCloudHost. The new PoP will operate out of the Equinix SG3 Singapore Data Center and provide robust protection against DDoS attacks for customers in the Asia-Pacific region. “We’re excited to work on this project with StormWall. StormWall's DDoS protection is one of the most advanced in the market, and we believe our partnership will go a long way toward reducing the threat of DDoS attacks in the Asia-Pacific. This is the beginning of a long and fruitful collaboration,” said Alfian Pamungkas Sakawiguna, the CEO of IDCloudHost. IDCloudHost's partnership with StormWall to launch DDOS protection services is one of the Indonesian cloud server and web hosting provider’s commitments to lower the threat of cyberattacks on cloud servers in the Asia-Pacific. The new PoP allows StormWall to offer Asia-Pacific companies robust protection for website DDoS, TCP/UDP applications and networks, as well as provide web application firewall. StormWall’s proprietary Triple Filter system effectively detects spam traffic and blocks it from reaching servers without losing legitimate packets. A network bandwidth of 2500 Gbit/s sufficiently protects against even powerful botnets. “We are extremely proud of our ongoing progress. In order to provide our customers with the best protection, we are not only working on improving our AI-based traffic filtering technology, but also expanding our geographic footprint, as physical proximity to servers is critical to minimizing latency,” said Ramil Khantimirov, StormWall CEO and founder. “Of course, our point of presence in Singapore, which became possible thanks to our partnership with IDCloudHost, will help not only provide customers from the region with dependable DDoS protection, but also increase the resistance of the entire network, and for many users, sites connected to StormWall protection will load even faster than before.” StormWall’s servers in the Asia-Pacific are hosted by the Equinix SG3 Singapore Data Center, located in rooms with carefully controlled temperatures, which guarantees optimal performance at all times. Equinix is a trusted data center provider based in Silicon Valley that has been helping industry-leading organizations to interconnect since 1998. Its Singapore facility is among the most advanced in the region, and features internet exchange points with access to one of the world's three largest internet hubs in Southeast Asia to provide ultra-low latency connections. For StormWall clients, this means that switching to the protected network will cause almost imperceptible delays that will not affect their business’s normal operation, even under peak loads caused by DDoS attacks. More information on protecting against DDoS attacks is available on IDCloudHost’s dedicated webpage (idcloudhost.com/antiddos-server/). Historically, the Asia-Pacific is one of the regions most affected by DDoS attacks. In the third quarter of 2022, Singapore experienced more L3/4 DDoS attacks than anywhere else in the world. China is the third most attacked country, and Taiwan has also seen heavy DDoS activity. DDoS attacks are a constant threat for any online business. Studies show that around 70 percent of organizations have been targeted by such attacks in the last 12 months. A successful attack can be a company’s worst nightmare, as it can paralyze a company’s entire internet infrastructure. Bad actors use DDoS attacks to demand ransom from targeted companies, as downtime leads to losses as well as heavily impacts a company’s reputation, followed by costly recovery.","StormWall, a cybersecurity provider, has partnered with IDCloudHost to open its 6th PoP in Singapore. The new PoP will operate out of the Equinix SG3 Singapore Data Center and provide DDoS protection for customers in the Asia-Pacific region. StormWall's Triple Filter system effectively blocks spam traffic while allowing legitimate packets to reach servers. The new PoP, in partnership with IDCloudHost, will help reduce the threat of DDoS attacks and provide faster loading times for users. StormWall's servers are hosted by Equinix, a trusted data center provider, which guarantees optimal performance and ultra-low latency connections. The Asia-Pacific is one of the regions most affected by DDoS attacks, with 70% of organizations targeted in the last 12 months."
"The downward trend in Indonesia’s technology sector did not affect PT Indosterling Technomedia Tbk (TECH). DBS Vickers Securities (Pte) LTD has loaded up on TECH shares listed in Indonesia Stock Exchange (IDX). At the end of November, the Singapore brokerage company had acquired 74.1 million shares of TECH, equivalent to 5.9 percent ownership. PT Indosterling Technomedia TBK (TECH) is majority owned by PT Indosterling Sarana Investa, led by Sean William Henley. Sean William Henley, chairman of TECH, affirmed that DBS’ investment indicated a high level of confidence in the future of TECH despite the threat of global recession and a wave of layoffs in sight. “TECH is arguably not a typical-startup company. We are still growing amid the general weakness observed in other technology companies,” said William Henley at PT Indosterling Technomedia Tbk (TECH) public expose in Jakarta, on Wednesday (30/11). Several technology companies have failed in the last six months. He admits TECH’s main strength lies in TECH products, which focus on business-to-business (B2B) as the backbone. Most startups are highly dependent on investor funds in order to survive, while TECH B2B products were successfully absorbed by the market. Billy Andrian, CEO of TECH, is optimistic about conditions in the future with the company's assets and equity increasing compared to last year. “We believe 2022 will be closed with a positive performance and even better results next year.” He mentioned the post-COVID-19 national economic-recovery process has affected various sectors, especially the technology sector. In the public expose, the explanation was done for subsidiaries under TECH, which consists of Edufecta (PT Technomedia Interkom Cemerlang), an integrated campus-management system and KAWN (PT Technomedia Sarana Semesta) food-and-beverages point-of-sales system. Yoas, director of Technomedia Multi Sejahtera (KAWN), stated KAWN had successfully integrated the BCA EDC system with a QR-code system and was in the process of integrating with Accurate, one of the largest accounting-system providers in Indonesia. “The collaboration with BCA will add KAWN value to users, in line with the massive adoption of QR payment. Besides, KAWN has collaborated with Accurate to develop an integrated-accounting system.” The stable and dynamic performance of TECH's shares in local-exchange trading has won it inclusion in the S&P Emerging BMI Index so that State Street Global Advisors (SSGA) trades TECH in the form of US$2 billion group ETFs (SPEM) and groups under $2 billion (EWX). ETF is a type of mutual fund whose performance refers to a certain index and is traded like a stock on an exchange whose movements can be observed. SSGA is the investment-management division of State Street Corporation, which is the fourth-largest asset manager in the world. In the end of 2021, SSGA managed nearly $4.14 trillion in assets.","DBS Vickers Securities has invested in PT Indosterling Technomedia Tbk (TECH) despite the downward trend in Indonesia's technology sector. The Singapore brokerage company acquired 5.9% of TECH's shares, equivalent to 74.1 million shares. TECH focuses on business-to-business (B2B) products, which has helped the company grow while other technology companies struggle. CEO Billy Andrian is optimistic about the company's future with increasing assets and equity compared to last year. TECH's subsidiaries include Edufecta, an integrated campus management system, and KAWN, a food and beverage point-of-sale system. TECH's stability and dynamic performance in local exchange trading has earned its inclusion in the S&P Emerging BMI Index, which is traded by State Street Global Advisors in the form of US$2 billion ETFs."
"Japanese contemporary artist Takashi Murakami showed his enthusiasm for the Indonesian art scene, mentioning Bandung-based artist Machine 56 as one of his favorite designers. Murakami, speaking as a panelist at IdeaFest 2022 on Nov. 27, said that he had known Machine 56 for the past three years, and that the artist had a unique passion for animation and sci-fi. According to Murakami, nearly 90 percent of Machine 56’s clients come from the United States, while around 10 percent are based in Europe. Only around 1 to 2 percent are Indonesian. Highlighting the creative prowess of Asian creators, he also noted that Asians make up more than half of the global population, which shows the power of Asian creators on the international scene. Drawing on his years of experience, which entails collaborations with major fashion labels like Louis Vuitton and Issey Miyake alongside musicians like Pharrell Williams and Kanye West, Murakami said that Asian creators should find the courage to break into the global scene while also not being afraid to learn Western influences. At the same time, artists should find out what originality sets them apart from the rest, while also actively promoting themselves through popular endeavors, from social media to NFTs.","Japanese contemporary artist Takashi Murakami expressed his appreciation for the Indonesian art scene and named Bandung-based artist Machine 56 as one of his favorite artists. Murakami spoke as a panelist at IdeaFest 2022 and noted that nearly 90% of Machine 56's clients come from the US and Europe, with only a small percentage being Indonesian. Murakami highlighted the power of Asian creators in the international scene and encouraged Asian artists to find their unique originality and promote themselves through popular endeavors such as social media and NFTs."
"The ASEAN Foundation and Nanyang Technological University Centre for Contemporary Art Singapore (NTU CCA) jointly held a three-day conference that started on Thursday. With the aim of addressing relationships and links to Southeast Asian cultures and their ecologies and biodiversity, the event bears the title of “Climate Futures #1: Cultures, Climate Crisis and Disappearing Ecologies.” The collaboration is expected to analyze the effect that colonialism had on various cultures throughout the region, as well as its relationship to today’s climate crises. A key aim is to treat indigenous local knowledge and cultural perspectives as equal to the hard science of conventional research, thereby cultivating long-term relations of knowledge exchange. It is hoped that the project will result in a broader understanding of post-colonial legacies and the upcoming challenges they may bring, while building strong international networks and identifying potential methodologies for positive change. ""According to the International Monetary Fund, emerging economies represent 85 percent of the world’s population and are facing the brunt of global social and environmental challenges. ASEAN represents many of these economies and consequently the conference speakers represent ASEAN nations with direct experience of those challenges. During this conference we hope to explore together the possibilities of a better future beyond the current climate crisis"", said Dr. Yang Mee Eng, executive director of ASEAN Foundation. The first day of the event was also attend by speakers from the 10 ASEAN member countries, as well as South Korea, Germany, Australia and more than 1,200 people from 31 countries, who signed up for the hybrid conference. While the event covered various topics, it comprised several discussions on alternative approaches to regional studies focusing on urgent issues such as rising sea levels and temperatures and the impact on natural resources of the region. The Mekong River and Delta and the Straits of Malacca were used as the initial case, as they encompass different member countries and each plays an essential role in the region’s shared history. The holistic approach of the event is to stimulate a debate among artists, designers and architects, scientists and environmentalists, as well as local voices and policymakers. The collaboration seeks to reach out to a wider public, including young scholars and arts practitioners, as well as community leaders from the ASEAN region. The conference was organized by NTU CCA with the support of KONNECT ASEAN. The latter was first established by the Republic of Korea in 2019 as an ASEAN-Korea arts program to increase the roles of the East Asian country and ASEAN members in contemporary visual arts, as well as to strengthen connections between them. The offline event will also be available via live-streaming and is open for online registration at bit.ly/KONNECTASEAN_CF. Please follow the social media to have more updated information instagram.com/aseanfoundation.","The ASEAN Foundation and Nanyang Technological University Centre for Contemporary Art Singapore (NTU CCA) jointly held a three-day conference titled ""Climate Futures #1: Cultures, Climate Crisis and Disappearing Ecologies"". The conference aimed to address the relationship between Southeast Asian cultures, ecologies and biodiversity, and to analyze the effect of colonialism on the region and its relationship to today's climate crisis. The conference aimed to treat indigenous knowledge and cultural perspectives as equal to conventional research, resulting in a better understanding of post-colonial legacies and the challenges they bring. The event was attended by speakers from ASEAN member countries and other countries, and it covered various topics related to regional studies and the impact of climate change. The conference sought to bring together artists, designers, architects, scientists, environmentalists, local voices and policymakers to stimulate debate and reach a wider audience. The conference was supported by KONNECT ASEAN and was available for online registration."
"On Tuesday, Syngenta Seeds Indonesia (Syngenta) announced the inauguration of new plant equipment, including a corn-seed grain dryer, parent seeds post-harvest operation (PS PHO) and single-pass reversible dryer at its Pasuruan facility. Syngenta also opened an official e-commerce store for distributing NK Corn Seed products. The two-day inauguration event was attended by around 1,000 corn farmers whom Syngenta is committed to support via a variety of innovations, opening new opportunities in agriculture. The previous day, Syngenta also held an expo in Jombang, East Java, and launched the NK Naga superior-corn seed. Also present at the event were Justin Wolfe, president of Syngenta Seeds; Bill Tomlinson, head of global-seeds production and supply; Kazim Hasnain, president director of Syngenta Indonesia; Fauzi Tubat, seed-business head of Syngenta Indonesia; Ir. Suwandi, director general of Food Crops represented by Catur Setiawan, coordinator of Seed Quality Control Directorate General of Food Crops; and local government officials and partners. “I am happy to meet directly with Indonesian farmers and listen to their challenges. It will help Syngenta in understanding their challenges better while supporting their endeavor to fulfill the need for Indonesian food self-sufficiency,” said Justin Wolfe. Efforts to improve the farmers’ productivity start with selecting tested superior seeds and ensuring their availability. With a new grain dryer, the Pasuruan seed-production center can improve the capacity of its cob-drying machines. The drying process of parent seeds with the support of PS PHO has a greater capacity, while maintaining the germplasm. Then, the single-part reversible dryer improves the overall system with doubled-production capacity. E-commerce is another indispensable part of the supply chain. The opening of Syngenta’s online shop will help more farmers -- especially those who are digitally transformed -- to obtain their NK Corn Seed products. “This official e-commerce store will be available on various marketplaces, such as Shopee, Lazada and Tokopedia. It will support farmers, especially for those who have difficulty reaching conventional shops, to get the best seeds for their cultivating corn,” added Fauzi Tubat. “Syngenta’s superior corn seeds have long been known by Indonesian farmers and are proven to increase corn productivity,” Hasnain added optimistically. Currently, Indonesia sits at the top of corn production in ASEAN with a total planted area of 3.5 million hectares (ha) and a land productivity of 5.4 tonnes per ha. The majority of corn farmers are smallholder farmers with an average land area of ​​0.5 ha. For more than 20 years, Syngenta has been providing corn farmers with high-grade seeds and innovations to increase their land productivity. NK Naga superior corn seeds Indonesian farmers are highly familiar with seeds produced by Syngenta, including NK 212, NK Perkasa, NK Sumo, NK Andalan, NK Juara, NK Super, NK Garuda and NK Fantastis. The recently launched NK Naga variant is able to adapt to paddy fields previously used for rice and corn planting using rainwater as an irrigation system. NK Naga’s can be planted on lands that have been negatively affected by various endemic biota such as downy mildew and bacterial-stalk rot. The highly disease-resistant seeds are also very profitable as they can be planted more densely. All of its properties make NK Naga the best solution for farmers to gain optimal harvest yields.","Syngenta Seeds Indonesia has inaugurated new plant equipment, including a corn-seed grain dryer, post-harvest operation and single-pass reversible dryer at its Pasuruan facility. Syngenta also opened an e-commerce store for its NK Corn Seed products and held an expo in Jombang where it launched the NK Naga superior corn seed. The company is committed to supporting Indonesian farmers and improving their productivity through providing high-grade seeds and innovations. The new grain dryer will improve the capacity of cob-drying machines, the drying process of parent seeds will have a greater capacity while maintaining germplasm and the single-part reversible dryer will double the production capacity. The e-commerce store will make it easier for farmers to obtain NK Corn Seed products. The NK Naga variant is highly disease-resistant, able to adapt to paddy fields, and very profitable as it can be planted more densely."
"The star-studded IdeaFest 2022 charmed the Indonesian audience from Nov. 24 to 27 at the Jakarta Convention Center (JCC) with inspirational talks from a diverse panel of speakers, from entrepreneurs to activists. Among the speakers were a number of government officials, who shared some words of advice that transcended the audience’s political preferences. Defense Minister Prabowo Subianto, speaking at a session titled Leadership in a Polarized World on Nov. 25, highlighted important issues that will be faced by the coming generations, including food, energy and water security as well as climate change. “Thankfully, we have the [foreign policy] tradition of bebas aktif [free and active], where a thousand allies are too few and one enemy is too many. That is the wisdom I received from our founding fathers, and what we will pass on to our successors,” he said. Prabowo also emphasized a need for peace in the pursuit of prosperity, cautioning future leaders against acquiescing to the few over the needs of the people. Meanwhile, Tourism and Creative Economy Minister Sandiaga Uno highlighted the creative industry’s burgeoning potential, noting that Indonesia’s creative economy is the third-largest contributor to the national economy. He also noted the three qualities needed to succeed in the increasingly competitive creative industry: innovation, adaptability and collaboration. “With adaptation, we must be able to readily adapt to current situations and conditions as well as being more attuned to the changes that are happening. If we can’t adapt and become complacent, it’s going to be hard for us to grow.” In terms of collaboration, Sandiaga cautioned against excessive pride, as everyone will always have their own weaknesses. These weaknesses, he continues, can be minimized or covered up through collaboration with fellow creative-industry players. Sandiaga’s predecessor, former Tourism and Creative Economy Minister Wishnutama reminded the younger generation to properly appreciate their time, noting that even the richest and most powerful cannot turn back time. “The richest person can’t buy back the time that has gone past, the most powerful cannot go back in time, and the smartest do not have the capability to go back even one minute,” he said. “Sadly, we often let time pass. ‘I’ll do it later’ is often what happens even though we know we’ll miss our chances, and then we’ll think about how we should have done this and that.” According to Wihnutama, he himself does not regret the time that has passed, as he knows he has done his best. “I know at that time that I have done my best. I did not dither, and I did not let my time go to waste.”","Indonesian officials and creative industry leaders spoke at the 2022 IdeaFest held at the Jakarta Convention Center from Nov. 24-27. Defense Minister Prabowo Subianto spoke on leadership in a polarized world and emphasized the need for peace in pursuing prosperity. Tourism and Creative Economy Minister Sandiaga Uno highlighted the potential of the creative economy and emphasized the need for innovation, adaptability, and collaboration. Former Tourism and Creative Economy Minister Wishnutama reminded the younger generation to appreciate their time, noting that time cannot be bought back. Wishnutama himself stated he doesn't regret his time as he did his best and did not waste it."
"Make the most of your year-end holiday with W Bali Seminyak’s ultimate lineup of events. From Christmas Eve to the New Year, the hotel invites you to welcome in the upcoming year. From day to night, its restaurants offer Christmas offerings with buffet-style dinners and lavish brunches. Enjoy fresh seafood, wood-fired Argentinian grill and roasted turkey accompanied by the hotel’s top DJs and a live acoustic performance. The Christmas fun continues with The Night Brunch on Dec. 28, starting at 6 p.m. Come down to Starfish Bloo and Fire on Dec. 31 for an all-you-can-eat dinner and a countdown party. Party into the night at the W Lounge main stage with Damian Saint and international headliner Tensnake. Go all-out on a hip-hop stage featuring Bali’s favorite DJs including Stan, Naken, Septa, Goodgrip and Jeremy Jay. Then, wrap up the year with a serious bang with W Bali Seminyak’s firework display. But the party is not over yet. On Jan. 1, there will be some poolside beats pumping from 4 p.m- 9 p.m. Best of all, it’s free entry! For reservations, call +628170015808 or email bf.wbali@whotels.com","W Bali Seminyak is hosting a lineup of events for the year-end holiday season, from Christmas Eve to New Year's Day. The hotel's restaurants offer buffet-style dinners and lavish brunches, featuring fresh seafood, wood-fired Argentinian grill, and roasted turkey, with live music and DJ performances. The Night Brunch takes place on Dec. 28, and the main events are a dinner and countdown party on Dec. 31 at Starfish Bloo and Fire, with international headliner Tensnake and local DJs at the W Lounge. A firework display and poolside beats round out the festivities on Jan. 1. Reservations can be made by calling +628170015808 or emailing bf.wbali@whotels.com."
"First held in 2011, IDEAFEST is Indonesia’s premier festival for the country’s creative industry, featuring discussions and workshops by industry players both national and international. IdeaFest 2022, which ran from Nov. 24 to 27 at the Jakarta Convention Center (JCC), sparked discussions and reflections with a line of inspirational speakers, ranging from government officials to creative industry players. IdeaFest cochairman and cofounder Ben Soebiakto said that this year’s edition took the theme of ‘Reality Re:defined’, noting how the COVID-19 pandemic forced many to redefine how they work, especially for the Gen Z who are starting to enter the professional world. In its 11th year, IdeaFest decided to approach local communities with the goal to have the audience learn how content creators work in the digital realm, how filmmakers distribute their films on digital platforms and how nonprofit organizations and public figures navigate life in the ever-changing digital world. During the main conference on Nov. 27, ByteDance head of brand partnerships Haswar Hafid highlighted TikTok’s efficiency as a platform that touches the younger generation and generates viral status to many content creators. MD Entertainment CEO and founder Manoj Punjabi inspired the audience as he described the creative process of bringing KKN di Desa Penari from Twitter thread to box-office success, which even surpassed Marvel blockbusters Doctor Strange and Spiderman: No Way Home in Indonesia. Meanwhile, singer Maudy Ayunda and actress Cinta Laura represented a more personal touch to the conversations, where Maudy talked about the importance of caring toward essential issues, while Cinta talked about living a purposeful life. A number of entrepreneurs shared their success stories amid an increasingly competitive market, including Aji Handoko Purbo of the famed local shoe company Compass to Denica Riadini-Flesch of clothing shop SukkhaCitta. Arguably the most awaited event of the day was a session by renowned Japanese artist and the only international speaker, Takashi Murakami. After a brief presentation of his career, Murakami talked about the future of art in the digital realm and the Indonesian art scene, noting that the Indonesian art market was very healthy.","IDEAFEST is a premier festival for Indonesia's creative industry, held annually to spark discussions and offer workshops by industry leaders from both local and international scenes. The 2022 edition, held from Nov. 24-27 at Jakarta Convention Center, took the theme of ""Reality Re:defined"", reflecting on the impact of the COVID-19 pandemic and how it changed the way of working for the new generation. The festival aimed to educate the audience on the workings of content creators, filmmakers, nonprofits and public figures in the digital world. During the main conference, speakers such as Haswar Hafid (ByteDance head of brand partnerships), Manoj Punjabi (MD Entertainment CEO), Maudy Ayunda (singer), and Cinta Laura (actress) shared their experiences and insights on various topics, while Takashi Murakami, a renowned Japanese artist, spoke about the future of art in the digital realm and the Indonesian art market. The festival also featured successful entrepreneurs sharing their stories, including Aji Handoko Purbo (Compass) and Denica Riadini-Flesch (SukkhaCitta)."
"The Joy Women and Children’s Community (JWCCasih Hospital) has become the first hospital in Southeast Asia to utilize GE Healthcare’s groundbreaking ultrasound machine. The Voluson Expert 22 is generations ahead of its alternatives on the market. And now, JWCCasih Hospital will be able to assist pregnant women by utilizing this advanced technology. Designed in collaboration with the world’s top obstetrics and gynecology experts, the Voluson Expert 22 is equipped with recent developments in AI as well as state-of-the-art graphics. With more detailed and higher resolution in 2D, 3D and 4D imaging, it allows doctors to make faster assessments, clearer detection and more accurate diagnoses for patients. JWCCasih Hospital has implemented the use of the ultrasound technology at JWCCasih Hospital. Well-seasoned doctors have already begun trial of the Voluson Expert 22 and are looking forward to the positive impact it will have on their patients. The usage of Voluson Expert 22 is not just a first for Indonesia, but the entire Southeast Asian region. This cements JWCC’s position as Indonesia’s premium healthcare provider for women and children. Since its establishment in 2004, JWCCasih Hospital has combined its international-standard quality health care with five-star hospitality services. While it may lack the size of other larger hospital chains in Jakarta, the JWCC healthcare group continues to make milestones while setting the standard for qualified women’s and pediatric medical care in Indonesia. For more information, please contact +62 8111 399 119.","Joy Women & Children's Community (JWCCasih Hospital) has adopted GE Healthcare's new ultrasound machine, the Voluson Expert 22. The machine, which features the latest advancements in AI and graphics, offers improved 2D, 3D and 4D imaging for quicker assessments, clearer detection, and more accurate diagnoses. JWCCasih Hospital, a premium provider for women and children's healthcare in Indonesia, is the first hospital in Southeast Asia to use the Voluson Expert 22. Despite its smaller size compared to other hospital chains in Jakarta, JWCC has established itself as a leader in women's and pediatric care in Indonesia. Contact +62 8111 399 119 for more information."
